wavelength,intensity,element
5885.422,0.9587,Sodium
5885.424,0.9595,Sodium
5885.426,0.9602,Sodium
5885.428,0.961,Sodium
5885.43,0.9618,Sodium
5885.432,0.9625,Sodium
5885.434,0.9633,Sodium
5885.436,0.964,Sodium
5885.438,0.9647,Sodium
5885.44,0.9654,Sodium
5885.442,0.9661,Sodium
5885.444,0.9667,Sodium
5885.446,0.9674,Sodium
5885.448,0.968,Sodium
5885.45,0.9686,Sodium
5885.452,0.9691,Sodium
5885.454,0.9697,Sodium
5885.456,0.9702,Sodium
5885.458,0.9707,Sodium
5885.46,0.9712,Sodium
5885.462,0.9716,Sodium
5885.464,0.972,Sodium
5885.466,0.9723,Sodium
5885.468,0.9726,Sodium
5885.47,0.973,Sodium
5885.472,0.9733,Sodium
5885.474,0.9736,Sodium
5885.476,0.9739,Sodium
5885.478,0.9742,Sodium
5885.48,0.9744,Sodium
5885.482,0.9747,Sodium
5885.484,0.975,Sodium
5885.486,0.9753,Sodium
5885.488,0.9755,Sodium
5885.49,0.9758,Sodium
5885.492,0.9761,Sodium
5885.494,0.9764,Sodium
5885.496,0.9767,Sodium
5885.498,0.977,Sodium
5885.5,0.9772,Sodium
5885.502,0.9775,Sodium
5885.504,0.9778,Sodium
5885.506,0.9781,Sodium
5885.508,0.9784,Sodium
5885.51,0.9787,Sodium
5885.512,0.9789,Sodium
5885.514,0.9792,Sodium
5885.516,0.9795,Sodium
5885.518,0.9797,Sodium
5885.52,0.98,Sodium
5885.522,0.9801,Sodium
5885.524,0.9803,Sodium
5885.526,0.9804,Sodium
5885.528,0.9806,Sodium
5885.53,0.9807,Sodium
5885.532,0.9808,Sodium
5885.534,0.9809,Sodium
5885.536,0.9809,Sodium
5885.538,0.981,Sodium
5885.54,0.981,Sodium
5885.542,0.9809,Sodium
5885.544,0.9809,Sodium
5885.546,0.9809,Sodium
5885.548,0.9809,Sodium
5885.55,0.9808,Sodium
5885.552,0.9807,Sodium
5885.554,0.9807,Sodium
5885.556,0.9806,Sodium
5885.558,0.9805,Sodium
5885.56,0.9804,Sodium
5885.562,0.9803,Sodium
5885.564,0.9802,Sodium
5885.566,0.9801,Sodium
5885.568,0.98,Sodium
5885.57,0.9798,Sodium
5885.572,0.9797,Sodium
5885.574,0.9796,Sodium
5885.576,0.9795,Sodium
5885.578,0.9793,Sodium
5885.58,0.9792,Sodium
5885.582,0.9791,Sodium
5885.584,0.9789,Sodium
5885.586,0.9787,Sodium
5885.588,0.9786,Sodium
5885.59,0.9784,Sodium
5885.592,0.9782,Sodium
5885.594,0.978,Sodium
5885.596,0.9778,Sodium
5885.598,0.9776,Sodium
5885.6,0.9774,Sodium
5885.602,0.9772,Sodium
5885.604,0.9771,Sodium
5885.606,0.9769,Sodium
5885.608,0.9767,Sodium
5885.61,0.9766,Sodium
5885.612,0.9764,Sodium
5885.614,0.9763,Sodium
5885.616,0.9762,Sodium
5885.618,0.9762,Sodium
5885.62,0.9762,Sodium
5885.622,0.9762,Sodium
5885.624,0.9762,Sodium
5885.626,0.9762,Sodium
5885.628,0.9763,Sodium
5885.63,0.9764,Sodium
5885.632,0.9765,Sodium
5885.634,0.9766,Sodium
5885.636,0.9768,Sodium
5885.638,0.977,Sodium
5885.64,0.9772,Sodium
5885.642,0.9774,Sodium
5885.644,0.9776,Sodium
5885.646,0.9778,Sodium
5885.648,0.9781,Sodium
5885.65,0.9783,Sodium
5885.652,0.9785,Sodium
5885.654,0.9788,Sodium
5885.656,0.979,Sodium
5885.658,0.9793,Sodium
5885.66,0.9794,Sodium
5885.662,0.9796,Sodium
5885.664,0.9798,Sodium
5885.666,0.98,Sodium
5885.668,0.9802,Sodium
5885.67,0.9803,Sodium
5885.672,0.9804,Sodium
5885.674,0.9805,Sodium
5885.676,0.9806,Sodium
5885.678,0.9807,Sodium
5885.68,0.9807,Sodium
5885.682,0.9808,Sodium
5885.684,0.9808,Sodium
5885.686,0.9808,Sodium
5885.688,0.9808,Sodium
5885.69,0.9809,Sodium
5885.692,0.9809,Sodium
5885.694,0.9809,Sodium
5885.696,0.9809,Sodium
5885.698,0.9809,Sodium
5885.7,0.9809,Sodium
5885.702,0.981,Sodium
5885.704,0.981,Sodium
5885.706,0.981,Sodium
5885.708,0.981,Sodium
5885.71,0.981,Sodium
5885.712,0.981,Sodium
5885.714,0.981,Sodium
5885.716,0.9811,Sodium
5885.718,0.9811,Sodium
5885.72,0.9811,Sodium
5885.722,0.9811,Sodium
5885.724,0.9811,Sodium
5885.726,0.9811,Sodium
5885.728,0.9811,Sodium
5885.73,0.9811,Sodium
5885.732,0.9812,Sodium
5885.734,0.9812,Sodium
5885.736,0.9812,Sodium
5885.738,0.9813,Sodium
5885.74,0.9813,Sodium
5885.742,0.9813,Sodium
5885.744,0.9813,Sodium
5885.746,0.9812,Sodium
5885.748,0.9812,Sodium
5885.75,0.9812,Sodium
5885.752,0.9811,Sodium
5885.754,0.9811,Sodium
5885.756,0.9811,Sodium
5885.758,0.981,Sodium
5885.76,0.981,Sodium
5885.762,0.9809,Sodium
5885.764,0.9809,Sodium
5885.766,0.9808,Sodium
5885.768,0.9807,Sodium
5885.77,0.9807,Sodium
5885.772,0.9807,Sodium
5885.774,0.9807,Sodium
5885.776,0.9807,Sodium
5885.778,0.9807,Sodium
5885.78,0.9807,Sodium
5885.782,0.9807,Sodium
5885.784,0.9807,Sodium
5885.786,0.9807,Sodium
5885.788,0.9808,Sodium
5885.79,0.9808,Sodium
5885.792,0.9809,Sodium
5885.794,0.9809,Sodium
5885.796,0.981,Sodium
5885.798,0.981,Sodium
5885.8,0.981,Sodium
5885.802,0.9811,Sodium
5885.804,0.9812,Sodium
5885.806,0.9812,Sodium
5885.808,0.9812,Sodium
5885.81,0.9812,Sodium
5885.812,0.9813,Sodium
5885.814,0.9813,Sodium
5885.816,0.9813,Sodium
5885.818,0.9814,Sodium
5885.82,0.9814,Sodium
5885.822,0.9815,Sodium
5885.824,0.9815,Sodium
5885.826,0.9815,Sodium
5885.828,0.9816,Sodium
5885.83,0.9817,Sodium
5885.832,0.9817,Sodium
5885.834,0.9817,Sodium
5885.836,0.9817,Sodium
5885.838,0.9818,Sodium
5885.84,0.9818,Sodium
5885.842,0.9818,Sodium
5885.844,0.9818,Sodium
5885.846,0.9819,Sodium
5885.848,0.9818,Sodium
5885.85,0.9818,Sodium
5885.852,0.9818,Sodium
5885.854,0.9817,Sodium
5885.856,0.9817,Sodium
5885.858,0.9816,Sodium
5885.86,0.9815,Sodium
5885.862,0.9814,Sodium
5885.864,0.9813,Sodium
5885.866,0.9812,Sodium
5885.868,0.981,Sodium
5885.87,0.9809,Sodium
5885.872,0.9807,Sodium
5885.874,0.9806,Sodium
5885.876,0.9804,Sodium
5885.878,0.9802,Sodium
5885.88,0.9801,Sodium
5885.882,0.9799,Sodium
5885.884,0.9798,Sodium
5885.886,0.9796,Sodium
5885.888,0.9794,Sodium
5885.89,0.9792,Sodium
5885.892,0.979,Sodium
5885.894,0.9788,Sodium
5885.896,0.9785,Sodium
5885.898,0.9782,Sodium
5885.9,0.978,Sodium
5885.902,0.9777,Sodium
5885.904,0.9774,Sodium
5885.906,0.977,Sodium
5885.908,0.9766,Sodium
5885.91,0.9762,Sodium
5885.912,0.9757,Sodium
5885.914,0.9752,Sodium
5885.916,0.9746,Sodium
5885.918,0.9739,Sodium
5885.92,0.9733,Sodium
5885.922,0.9726,Sodium
5885.924,0.9717,Sodium
5885.926,0.9708,Sodium
5885.928,0.9698,Sodium
5885.93,0.969,Sodium
5885.932,0.968,Sodium
5885.934,0.9667,Sodium
5885.936,0.9653,Sodium
5885.938,0.9638,Sodium
5885.94,0.9623,Sodium
5885.942,0.9606,Sodium
5885.944,0.9588,Sodium
5885.946,0.9568,Sodium
5885.948,0.9545,Sodium
5885.95,0.952,Sodium
5885.952,0.9492,Sodium
5885.954,0.9459,Sodium
5885.956,0.9428,Sodium
5885.958,0.9403,Sodium
5885.96,0.9388,Sodium
5885.962,0.9372,Sodium
5885.964,0.9357,Sodium
5885.966,0.935,Sodium
5885.968,0.9353,Sodium
5885.97,0.9365,Sodium
5885.972,0.9379,Sodium
5885.974,0.9395,Sodium
5885.976,0.9415,Sodium
5885.978,0.9437,Sodium
5885.98,0.9462,Sodium
5885.982,0.9488,Sodium
5885.984,0.9513,Sodium
5885.986,0.9536,Sodium
5885.988,0.9556,Sodium
5885.99,0.9574,Sodium
5885.992,0.9593,Sodium
5885.994,0.961,Sodium
5885.996,0.9626,Sodium
5885.998,0.964,Sodium
5886.0,0.9654,Sodium
5886.002,0.9666,Sodium
5886.004,0.9678,Sodium
5886.006,0.9689,Sodium
5886.008,0.9697,Sodium
5886.01,0.9704,Sodium
5886.012,0.9712,Sodium
5886.014,0.972,Sodium
5886.016,0.9727,Sodium
5886.018,0.9733,Sodium
5886.02,0.9739,Sodium
5886.022,0.9745,Sodium
5886.024,0.9749,Sodium
5886.026,0.9753,Sodium
5886.028,0.9757,Sodium
5886.03,0.976,Sodium
5886.032,0.9763,Sodium
5886.034,0.9765,Sodium
5886.036,0.9767,Sodium
5886.038,0.9769,Sodium
5886.04,0.9771,Sodium
5886.042,0.9772,Sodium
5886.044,0.9773,Sodium
5886.046,0.9774,Sodium
5886.048,0.9775,Sodium
5886.05,0.9775,Sodium
5886.052,0.9776,Sodium
5886.054,0.9776,Sodium
5886.056,0.9777,Sodium
5886.058,0.9777,Sodium
5886.06,0.9778,Sodium
5886.062,0.9778,Sodium
5886.064,0.978,Sodium
5886.066,0.9781,Sodium
5886.068,0.9781,Sodium
5886.07,0.9781,Sodium
5886.072,0.9781,Sodium
5886.074,0.9782,Sodium
5886.076,0.9782,Sodium
5886.078,0.9782,Sodium
5886.08,0.9782,Sodium
5886.082,0.9782,Sodium
5886.084,0.9782,Sodium
5886.086,0.9782,Sodium
5886.088,0.9782,Sodium
5886.09,0.9782,Sodium
5886.092,0.9782,Sodium
5886.094,0.9781,Sodium
5886.096,0.9781,Sodium
5886.098,0.978,Sodium
5886.1,0.978,Sodium
5886.102,0.978,Sodium
5886.104,0.9779,Sodium
5886.106,0.9779,Sodium
5886.108,0.9778,Sodium
5886.11,0.9777,Sodium
5886.112,0.9777,Sodium
5886.114,0.9776,Sodium
5886.116,0.9776,Sodium
5886.118,0.9775,Sodium
5886.12,0.9774,Sodium
5886.122,0.9773,Sodium
5886.124,0.9772,Sodium
5886.126,0.9772,Sodium
5886.128,0.9771,Sodium
5886.13,0.977,Sodium
5886.132,0.9769,Sodium
5886.134,0.9768,Sodium
5886.136,0.9766,Sodium
5886.138,0.9765,Sodium
5886.14,0.9763,Sodium
5886.142,0.9761,Sodium
5886.144,0.976,Sodium
5886.146,0.9758,Sodium
5886.148,0.9756,Sodium
5886.15,0.9755,Sodium
5886.152,0.9753,Sodium
5886.154,0.9751,Sodium
5886.156,0.9749,Sodium
5886.158,0.9747,Sodium
5886.16,0.9745,Sodium
5886.162,0.9744,Sodium
5886.164,0.9742,Sodium
5886.166,0.9739,Sodium
5886.168,0.9737,Sodium
5886.17,0.9735,Sodium
5886.172,0.9733,Sodium
5886.174,0.9731,Sodium
5886.176,0.9729,Sodium
5886.178,0.9727,Sodium
5886.18,0.9725,Sodium
5886.182,0.9723,Sodium
5886.184,0.9721,Sodium
5886.186,0.9719,Sodium
5886.188,0.9718,Sodium
5886.19,0.9716,Sodium
5886.192,0.9715,Sodium
5886.194,0.9713,Sodium
5886.196,0.9713,Sodium
5886.198,0.9712,Sodium
5886.2,0.971,Sodium
5886.202,0.971,Sodium
5886.204,0.9709,Sodium
5886.206,0.9709,Sodium
5886.208,0.9708,Sodium
5886.21,0.9708,Sodium
5886.212,0.9707,Sodium
5886.214,0.9707,Sodium
5886.216,0.9707,Sodium
5886.218,0.9707,Sodium
5886.22,0.9707,Sodium
5886.222,0.9707,Sodium
5886.224,0.9708,Sodium
5886.226,0.9708,Sodium
5886.228,0.9708,Sodium
5886.23,0.9709,Sodium
5886.232,0.9709,Sodium
5886.234,0.971,Sodium
5886.236,0.9711,Sodium
5886.238,0.9712,Sodium
5886.24,0.9713,Sodium
5886.242,0.9713,Sodium
5886.244,0.9714,Sodium
5886.246,0.9715,Sodium
5886.248,0.9716,Sodium
5886.25,0.9718,Sodium
5886.252,0.9719,Sodium
5886.254,0.9719,Sodium
5886.256,0.972,Sodium
5886.258,0.9721,Sodium
5886.26,0.9721,Sodium
5886.262,0.9722,Sodium
5886.264,0.9722,Sodium
5886.266,0.9723,Sodium
5886.268,0.9723,Sodium
5886.27,0.9723,Sodium
5886.272,0.9722,Sodium
5886.274,0.9721,Sodium
5886.276,0.972,Sodium
5886.278,0.9718,Sodium
5886.28,0.9716,Sodium
5886.282,0.9714,Sodium
5886.284,0.9712,Sodium
5886.286,0.9709,Sodium
5886.288,0.9706,Sodium
5886.29,0.9703,Sodium
5886.292,0.9699,Sodium
5886.294,0.9696,Sodium
5886.296,0.9691,Sodium
5886.298,0.9687,Sodium
5886.3,0.9683,Sodium
5886.302,0.9679,Sodium
5886.304,0.9675,Sodium
5886.306,0.9672,Sodium
5886.308,0.9668,Sodium
5886.31,0.9664,Sodium
5886.312,0.966,Sodium
5886.314,0.9658,Sodium
5886.316,0.9655,Sodium
5886.318,0.9654,Sodium
5886.32,0.9653,Sodium
5886.322,0.9652,Sodium
5886.324,0.9652,Sodium
5886.326,0.9652,Sodium
5886.328,0.9652,Sodium
5886.33,0.9653,Sodium
5886.332,0.9655,Sodium
5886.334,0.9658,Sodium
5886.336,0.9661,Sodium
5886.338,0.9664,Sodium
5886.34,0.9667,Sodium
5886.342,0.9671,Sodium
5886.344,0.9674,Sodium
5886.346,0.9678,Sodium
5886.348,0.9682,Sodium
5886.35,0.9686,Sodium
5886.352,0.9689,Sodium
5886.354,0.9693,Sodium
5886.356,0.9696,Sodium
5886.358,0.9699,Sodium
5886.36,0.9701,Sodium
5886.362,0.9704,Sodium
5886.364,0.9705,Sodium
5886.366,0.9706,Sodium
5886.368,0.9707,Sodium
5886.37,0.9708,Sodium
5886.372,0.9708,Sodium
5886.374,0.9708,Sodium
5886.376,0.9708,Sodium
5886.378,0.9708,Sodium
5886.38,0.9707,Sodium
5886.382,0.9706,Sodium
5886.384,0.9705,Sodium
5886.386,0.9705,Sodium
5886.388,0.9704,Sodium
5886.39,0.9703,Sodium
5886.392,0.9702,Sodium
5886.394,0.9701,Sodium
5886.396,0.9701,Sodium
5886.398,0.9701,Sodium
5886.4,0.9702,Sodium
5886.402,0.9702,Sodium
5886.404,0.9703,Sodium
5886.406,0.9704,Sodium
5886.408,0.9705,Sodium
5886.41,0.9708,Sodium
5886.412,0.9709,Sodium
5886.414,0.9712,Sodium
5886.416,0.9714,Sodium
5886.418,0.9717,Sodium
5886.42,0.972,Sodium
5886.422,0.9723,Sodium
5886.424,0.9725,Sodium
5886.426,0.9728,Sodium
5886.428,0.9731,Sodium
5886.43,0.9734,Sodium
5886.432,0.9737,Sodium
5886.434,0.974,Sodium
5886.436,0.9743,Sodium
5886.438,0.9746,Sodium
5886.44,0.9748,Sodium
5886.442,0.9751,Sodium
5886.444,0.9752,Sodium
5886.446,0.9755,Sodium
5886.448,0.9756,Sodium
5886.45,0.9757,Sodium
5886.452,0.9759,Sodium
5886.454,0.976,Sodium
5886.456,0.9761,Sodium
5886.458,0.9762,Sodium
5886.46,0.9763,Sodium
5886.462,0.9764,Sodium
5886.464,0.9765,Sodium
5886.466,0.9765,Sodium
5886.468,0.9766,Sodium
5886.47,0.9767,Sodium
5886.472,0.9768,Sodium
5886.474,0.9769,Sodium
5886.476,0.9769,Sodium
5886.478,0.977,Sodium
5886.48,0.9772,Sodium
5886.482,0.9773,Sodium
5886.484,0.9774,Sodium
5886.486,0.9775,Sodium
5886.488,0.9776,Sodium
5886.49,0.9777,Sodium
5886.492,0.9778,Sodium
5886.494,0.9779,Sodium
5886.496,0.9779,Sodium
5886.498,0.978,Sodium
5886.5,0.9782,Sodium
5886.502,0.9783,Sodium
5886.504,0.9783,Sodium
5886.506,0.9784,Sodium
5886.508,0.9784,Sodium
5886.51,0.9784,Sodium
5886.512,0.9784,Sodium
5886.514,0.9784,Sodium
5886.516,0.9784,Sodium
5886.518,0.9784,Sodium
5886.52,0.9784,Sodium
5886.522,0.9784,Sodium
5886.524,0.9784,Sodium
5886.526,0.9785,Sodium
5886.528,0.9784,Sodium
5886.53,0.9784,Sodium
5886.532,0.9783,Sodium
5886.534,0.9783,Sodium
5886.536,0.9782,Sodium
5886.538,0.9781,Sodium
5886.54,0.9781,Sodium
5886.542,0.978,Sodium
5886.544,0.978,Sodium
5886.546,0.9779,Sodium
5886.548,0.9778,Sodium
5886.55,0.9778,Sodium
5886.552,0.9777,Sodium
5886.554,0.9776,Sodium
5886.556,0.9775,Sodium
5886.558,0.9775,Sodium
5886.56,0.9774,Sodium
5886.562,0.9774,Sodium
5886.564,0.9774,Sodium
5886.566,0.9773,Sodium
5886.568,0.9772,Sodium
5886.57,0.9772,Sodium
5886.572,0.9771,Sodium
5886.574,0.9771,Sodium
5886.576,0.977,Sodium
5886.578,0.9769,Sodium
5886.58,0.9769,Sodium
5886.582,0.9768,Sodium
5886.584,0.9768,Sodium
5886.586,0.9767,Sodium
5886.588,0.9767,Sodium
5886.59,0.9767,Sodium
5886.592,0.9767,Sodium
5886.594,0.9766,Sodium
5886.596,0.9766,Sodium
5886.598,0.9766,Sodium
5886.6,0.9765,Sodium
5886.602,0.9765,Sodium
5886.604,0.9765,Sodium
5886.606,0.9764,Sodium
5886.608,0.9763,Sodium
5886.61,0.9763,Sodium
5886.612,0.9762,Sodium
5886.614,0.9761,Sodium
5886.616,0.9761,Sodium
5886.618,0.976,Sodium
5886.62,0.9759,Sodium
5886.622,0.9758,Sodium
5886.624,0.9758,Sodium
5886.626,0.9756,Sodium
5886.628,0.9755,Sodium
5886.63,0.9754,Sodium
5886.632,0.9753,Sodium
5886.634,0.9751,Sodium
5886.636,0.9749,Sodium
5886.638,0.9748,Sodium
5886.64,0.9746,Sodium
5886.642,0.9744,Sodium
5886.644,0.9743,Sodium
5886.646,0.9741,Sodium
5886.648,0.9739,Sodium
5886.65,0.9737,Sodium
5886.652,0.9736,Sodium
5886.654,0.9734,Sodium
5886.656,0.9732,Sodium
5886.658,0.9731,Sodium
5886.66,0.973,Sodium
5886.662,0.973,Sodium
5886.664,0.9729,Sodium
5886.666,0.9728,Sodium
5886.668,0.9728,Sodium
5886.67,0.9729,Sodium
5886.672,0.9729,Sodium
5886.674,0.973,Sodium
5886.676,0.9732,Sodium
5886.678,0.9734,Sodium
5886.68,0.9735,Sodium
5886.682,0.9737,Sodium
5886.684,0.9738,Sodium
5886.686,0.974,Sodium
5886.688,0.9743,Sodium
5886.69,0.9745,Sodium
5886.692,0.9747,Sodium
5886.694,0.9749,Sodium
5886.696,0.9751,Sodium
5886.698,0.9752,Sodium
5886.7,0.9754,Sodium
5886.702,0.9755,Sodium
5886.704,0.9757,Sodium
5886.706,0.9758,Sodium
5886.708,0.9758,Sodium
5886.71,0.9759,Sodium
5886.712,0.9759,Sodium
5886.714,0.976,Sodium
5886.716,0.976,Sodium
5886.718,0.976,Sodium
5886.72,0.976,Sodium
5886.722,0.9759,Sodium
5886.724,0.9758,Sodium
5886.726,0.9757,Sodium
5886.728,0.9757,Sodium
5886.73,0.9756,Sodium
5886.732,0.9754,Sodium
5886.734,0.9753,Sodium
5886.736,0.9751,Sodium
5886.738,0.9749,Sodium
5886.74,0.9747,Sodium
5886.742,0.9744,Sodium
5886.744,0.9741,Sodium
5886.746,0.9738,Sodium
5886.748,0.9735,Sodium
5886.75,0.9732,Sodium
5886.752,0.973,Sodium
5886.754,0.9727,Sodium
5886.756,0.9723,Sodium
5886.758,0.9719,Sodium
5886.76,0.9714,Sodium
5886.762,0.971,Sodium
5886.764,0.9706,Sodium
5886.766,0.9702,Sodium
5886.768,0.9697,Sodium
5886.77,0.9693,Sodium
5886.772,0.9689,Sodium
5886.774,0.9685,Sodium
5886.776,0.968,Sodium
5886.778,0.9676,Sodium
5886.78,0.9671,Sodium
5886.782,0.9667,Sodium
5886.784,0.9664,Sodium
5886.786,0.966,Sodium
5886.788,0.9657,Sodium
5886.79,0.9654,Sodium
5886.792,0.9651,Sodium
5886.794,0.9649,Sodium
5886.796,0.9646,Sodium
5886.798,0.9644,Sodium
5886.8,0.9642,Sodium
5886.802,0.9641,Sodium
5886.804,0.964,Sodium
5886.806,0.9638,Sodium
5886.808,0.9638,Sodium
5886.81,0.9638,Sodium
5886.812,0.9638,Sodium
5886.814,0.9638,Sodium
5886.816,0.9639,Sodium
5886.818,0.9641,Sodium
5886.82,0.9642,Sodium
5886.822,0.9643,Sodium
5886.824,0.9645,Sodium
5886.826,0.9648,Sodium
5886.828,0.965,Sodium
5886.83,0.9653,Sodium
5886.832,0.9655,Sodium
5886.834,0.9658,Sodium
5886.836,0.9661,Sodium
5886.838,0.9664,Sodium
5886.84,0.9667,Sodium
5886.842,0.967,Sodium
5886.844,0.9673,Sodium
5886.846,0.9677,Sodium
5886.848,0.9681,Sodium
5886.85,0.9684,Sodium
5886.852,0.9688,Sodium
5886.854,0.9692,Sodium
5886.856,0.9696,Sodium
5886.858,0.97,Sodium
5886.86,0.9703,Sodium
5886.862,0.9708,Sodium
5886.864,0.9712,Sodium
5886.866,0.9716,Sodium
5886.868,0.972,Sodium
5886.87,0.9723,Sodium
5886.872,0.9727,Sodium
5886.874,0.973,Sodium
5886.876,0.9733,Sodium
5886.878,0.9737,Sodium
5886.88,0.974,Sodium
5886.882,0.9742,Sodium
5886.884,0.9745,Sodium
5886.886,0.9747,Sodium
5886.888,0.9749,Sodium
5886.89,0.975,Sodium
5886.892,0.9752,Sodium
5886.894,0.9753,Sodium
5886.896,0.9754,Sodium
5886.898,0.9755,Sodium
5886.9,0.9756,Sodium
5886.902,0.9756,Sodium
5886.904,0.9757,Sodium
5886.906,0.9758,Sodium
5886.908,0.9758,Sodium
5886.91,0.9758,Sodium
5886.912,0.9758,Sodium
5886.914,0.9758,Sodium
5886.916,0.9759,Sodium
5886.918,0.9759,Sodium
5886.92,0.9759,Sodium
5886.922,0.9759,Sodium
5886.924,0.976,Sodium
5886.926,0.9761,Sodium
5886.928,0.9761,Sodium
5886.93,0.9762,Sodium
5886.932,0.9763,Sodium
5886.934,0.9764,Sodium
5886.936,0.9766,Sodium
5886.938,0.9767,Sodium
5886.94,0.9768,Sodium
5886.942,0.9769,Sodium
5886.944,0.977,Sodium
5886.946,0.9771,Sodium
5886.948,0.9772,Sodium
5886.95,0.9772,Sodium
5886.952,0.9773,Sodium
5886.954,0.9773,Sodium
5886.956,0.9773,Sodium
5886.958,0.9774,Sodium
5886.96,0.9774,Sodium
5886.962,0.9774,Sodium
5886.964,0.9775,Sodium
5886.966,0.9775,Sodium
5886.968,0.9775,Sodium
5886.97,0.9775,Sodium
5886.972,0.9776,Sodium
5886.974,0.9776,Sodium
5886.976,0.9776,Sodium
5886.978,0.9776,Sodium
5886.98,0.9776,Sodium
5886.982,0.9776,Sodium
5886.984,0.9776,Sodium
5886.986,0.9776,Sodium
5886.988,0.9775,Sodium
5886.99,0.9774,Sodium
5886.992,0.9774,Sodium
5886.994,0.9774,Sodium
5886.996,0.9773,Sodium
5886.998,0.9772,Sodium
5887.0,0.9771,Sodium
5887.002,0.977,Sodium
5887.004,0.9769,Sodium
5887.006,0.9768,Sodium
5887.008,0.9767,Sodium
5887.01,0.9765,Sodium
5887.012,0.9763,Sodium
5887.014,0.9762,Sodium
5887.016,0.9761,Sodium
5887.018,0.9759,Sodium
5887.02,0.9758,Sodium
5887.022,0.9755,Sodium
5887.024,0.9754,Sodium
5887.026,0.9752,Sodium
5887.028,0.975,Sodium
5887.03,0.9748,Sodium
5887.032,0.9747,Sodium
5887.034,0.9746,Sodium
5887.036,0.9745,Sodium
5887.038,0.9743,Sodium
5887.04,0.9741,Sodium
5887.042,0.974,Sodium
5887.044,0.9739,Sodium
5887.046,0.9738,Sodium
5887.048,0.9736,Sodium
5887.05,0.9735,Sodium
5887.052,0.9733,Sodium
5887.054,0.9732,Sodium
5887.056,0.9731,Sodium
5887.058,0.9731,Sodium
5887.06,0.9729,Sodium
5887.062,0.9728,Sodium
5887.064,0.9727,Sodium
5887.066,0.9727,Sodium
5887.068,0.9726,Sodium
5887.07,0.9725,Sodium
5887.072,0.9725,Sodium
5887.074,0.9724,Sodium
5887.076,0.9724,Sodium
5887.078,0.9724,Sodium
5887.08,0.9724,Sodium
5887.082,0.9723,Sodium
5887.084,0.9723,Sodium
5887.086,0.9723,Sodium
5887.088,0.9723,Sodium
5887.09,0.9723,Sodium
5887.092,0.9723,Sodium
5887.094,0.9724,Sodium
5887.096,0.9724,Sodium
5887.098,0.9724,Sodium
5887.1,0.9725,Sodium
5887.102,0.9725,Sodium
5887.104,0.9725,Sodium
5887.106,0.9726,Sodium
5887.108,0.9726,Sodium
5887.11,0.9726,Sodium
5887.112,0.9726,Sodium
5887.114,0.9726,Sodium
5887.116,0.9726,Sodium
5887.118,0.9726,Sodium
5887.12,0.9725,Sodium
5887.122,0.9724,Sodium
5887.124,0.9724,Sodium
5887.126,0.9722,Sodium
5887.128,0.9721,Sodium
5887.13,0.9719,Sodium
5887.132,0.9718,Sodium
5887.134,0.9715,Sodium
5887.136,0.9713,Sodium
5887.138,0.971,Sodium
5887.14,0.9706,Sodium
5887.142,0.9702,Sodium
5887.144,0.9699,Sodium
5887.146,0.9695,Sodium
5887.148,0.9691,Sodium
5887.15,0.9685,Sodium
5887.152,0.9679,Sodium
5887.154,0.9673,Sodium
5887.156,0.9666,Sodium
5887.158,0.9659,Sodium
5887.16,0.9653,Sodium
5887.162,0.9644,Sodium
5887.164,0.9635,Sodium
5887.166,0.9625,Sodium
5887.168,0.9617,Sodium
5887.17,0.9606,Sodium
5887.172,0.9595,Sodium
5887.174,0.9583,Sodium
5887.176,0.957,Sodium
5887.178,0.9555,Sodium
5887.18,0.954,Sodium
5887.182,0.9524,Sodium
5887.184,0.9507,Sodium
5887.186,0.9487,Sodium
5887.188,0.9467,Sodium
5887.19,0.9445,Sodium
5887.192,0.9423,Sodium
5887.194,0.9401,Sodium
5887.196,0.9384,Sodium
5887.198,0.937,Sodium
5887.2,0.9359,Sodium
5887.202,0.9354,Sodium
5887.204,0.9352,Sodium
5887.206,0.9352,Sodium
5887.208,0.936,Sodium
5887.21,0.9374,Sodium
5887.212,0.9391,Sodium
5887.214,0.9411,Sodium
5887.216,0.9432,Sodium
5887.218,0.9452,Sodium
5887.22,0.9471,Sodium
5887.222,0.9488,Sodium
5887.224,0.9504,Sodium
5887.226,0.952,Sodium
5887.228,0.9535,Sodium
5887.23,0.9549,Sodium
5887.232,0.9563,Sodium
5887.234,0.9575,Sodium
5887.236,0.9586,Sodium
5887.238,0.9598,Sodium
5887.24,0.961,Sodium
5887.242,0.962,Sodium
5887.244,0.963,Sodium
5887.246,0.9638,Sodium
5887.248,0.9644,Sodium
5887.25,0.9652,Sodium
5887.252,0.9659,Sodium
5887.254,0.9666,Sodium
5887.256,0.9673,Sodium
5887.258,0.9678,Sodium
5887.26,0.9684,Sodium
5887.262,0.9689,Sodium
5887.264,0.9693,Sodium
5887.266,0.9697,Sodium
5887.268,0.9701,Sodium
5887.27,0.9704,Sodium
5887.272,0.9707,Sodium
5887.274,0.971,Sodium
5887.276,0.9712,Sodium
5887.278,0.9715,Sodium
5887.28,0.9717,Sodium
5887.282,0.9719,Sodium
5887.284,0.972,Sodium
5887.286,0.9721,Sodium
5887.288,0.9723,Sodium
5887.29,0.9725,Sodium
5887.292,0.9726,Sodium
5887.294,0.9727,Sodium
5887.296,0.9728,Sodium
5887.298,0.9729,Sodium
