wavelength,intensity,element
5177.868,0.9684,Magnesium
5177.87,0.9686,Magnesium
5177.872,0.9688,Magnesium
5177.874,0.9689,Magnesium
5177.876,0.9691,Magnesium
5177.878,0.9693,Magnesium
5177.88,0.9694,Magnesium
5177.882,0.9695,Magnesium
5177.884,0.9696,Magnesium
5177.886,0.9698,Magnesium
5177.888,0.9698,Magnesium
5177.89,0.9698,Magnesium
5177.892,0.9699,Magnesium
5177.894,0.9698,Magnesium
5177.896,0.9698,Magnesium
5177.898,0.9699,Magnesium
5177.9,0.9698,Magnesium
5177.902,0.9697,Magnesium
5177.904,0.9696,Magnesium
5177.906,0.9694,Magnesium
5177.908,0.9693,Magnesium
5177.91,0.9691,Magnesium
5177.912,0.9689,Magnesium
5177.914,0.9687,Magnesium
5177.916,0.9685,Magnesium
5177.918,0.9683,Magnesium
5177.92,0.968,Magnesium
5177.922,0.9678,Magnesium
5177.924,0.9675,Magnesium
5177.926,0.9672,Magnesium
5177.928,0.9669,Magnesium
5177.93,0.9665,Magnesium
5177.932,0.9661,Magnesium
5177.934,0.9657,Magnesium
5177.936,0.9653,Magnesium
5177.938,0.9649,Magnesium
5177.94,0.9644,Magnesium
5177.942,0.964,Magnesium
5177.944,0.9636,Magnesium
5177.946,0.9631,Magnesium
5177.948,0.9626,Magnesium
5177.95,0.9621,Magnesium
5177.952,0.9617,Magnesium
5177.954,0.9613,Magnesium
5177.956,0.9609,Magnesium
5177.958,0.9605,Magnesium
5177.96,0.9601,Magnesium
5177.962,0.9597,Magnesium
5177.964,0.9594,Magnesium
5177.966,0.9592,Magnesium
5177.968,0.9589,Magnesium
5177.97,0.9586,Magnesium
5177.972,0.9584,Magnesium
5177.974,0.9583,Magnesium
5177.976,0.9581,Magnesium
5177.978,0.9581,Magnesium
5177.98,0.958,Magnesium
5177.982,0.9579,Magnesium
5177.984,0.9579,Magnesium
5177.986,0.958,Magnesium
5177.988,0.958,Magnesium
5177.99,0.9581,Magnesium
5177.992,0.9582,Magnesium
5177.994,0.9583,Magnesium
5177.996,0.9585,Magnesium
5177.998,0.9585,Magnesium
5178.0,0.9587,Magnesium
6168.0,0.9864,Iron
6168.002,0.9865,Iron
6168.004,0.9865,Iron
6168.006,0.9864,Iron
6168.008,0.9863,Iron
6168.01,0.9864,Iron
6168.012,0.9863,Iron
6168.014,0.9862,Iron
6168.016,0.9862,Iron
6168.018,0.9862,Iron
6168.02,0.9861,Iron
6168.022,0.986,Iron
6168.024,0.986,Iron
6168.026,0.986,Iron
6168.028,0.9859,Iron
6168.03,0.9859,Iron
6168.032,0.9859,Iron
6168.034,0.9858,Iron
6168.036,0.9858,Iron
6168.038,0.9857,Iron
6168.04,0.9856,Iron
6168.042,0.9855,Iron
6168.044,0.9855,Iron
6168.046,0.9854,Iron
6168.048,0.9853,Iron
6168.05,0.9853,Iron
6168.052,0.9853,Iron
6168.054,0.9851,Iron
6168.056,0.985,Iron
6168.058,0.985,Iron
6168.06,0.9848,Iron
6168.062,0.9848,Iron
6168.064,0.9848,Iron
6168.066,0.9847,Iron
6168.068,0.9847,Iron
6168.07,0.9846,Iron
6168.072,0.9846,Iron
6168.074,0.9846,Iron
6168.076,0.9845,Iron
6168.078,0.9845,Iron
6168.08,0.9844,Iron
6168.082,0.9844,Iron
6168.084,0.9844,Iron
6168.086,0.9844,Iron
6168.088,0.9844,Iron
6168.09,0.9844,Iron
6168.092,0.9843,Iron
6168.094,0.9842,Iron
6168.096,0.9842,Iron
6168.098,0.9842,Iron
6168.1,0.9841,Iron
6168.102,0.9841,Iron
6168.104,0.9841,Iron
6168.106,0.984,Iron
6168.108,0.9841,Iron
6168.11,0.9841,Iron
6168.112,0.984,Iron
6168.114,0.984,Iron
6168.116,0.984,Iron
6168.118,0.9839,Iron
6168.12,0.9839,Iron
6168.122,0.9839,Iron
6168.124,0.9839,Iron
6168.126,0.9838,Iron
6168.128,0.9839,Iron
6168.13,0.9839,Iron
6168.132,0.9838,Iron
6168.134,0.9838,Iron
6168.136,0.9838,Iron
6168.138,0.9839,Iron
6168.14,0.9839,Iron
6168.142,0.9839,Iron
6168.144,0.984,Iron
6168.146,0.984,Iron
6168.148,0.9841,Iron
6168.15,0.984,Iron
6168.152,0.984,Iron
6168.154,0.984,Iron
6168.156,0.984,Iron
6168.158,0.984,Iron
6168.16,0.984,Iron
6168.162,0.9839,Iron
6168.164,0.9839,Iron
6168.166,0.9839,Iron
6168.168,0.9839,Iron
6168.17,0.9838,Iron
6168.172,0.9838,Iron
6168.174,0.9838,Iron
6168.176,0.9838,Iron
6168.178,0.9837,Iron
6168.18,0.9838,Iron
6168.182,0.9838,Iron
6168.184,0.9837,Iron
6168.186,0.9836,Iron
6168.188,0.9836,Iron
6168.19,0.9836,Iron
6168.192,0.9836,Iron
6168.194,0.9836,Iron
6168.196,0.9835,Iron
6168.198,0.9835,Iron
6168.2,0.9834,Iron
6168.202,0.9834,Iron
6168.204,0.9833,Iron
6168.206,0.9833,Iron
6168.208,0.9833,Iron
6168.21,0.9832,Iron
6168.212,0.9833,Iron
6168.214,0.9833,Iron
6168.216,0.9832,Iron
6168.218,0.9833,Iron
6168.22,0.9833,Iron
6168.222,0.9832,Iron
6168.224,0.9832,Iron
6168.226,0.9832,Iron
6168.228,0.9833,Iron
6168.23,0.9832,Iron
6168.232,0.9833,Iron
6168.234,0.9832,Iron
6168.236,0.9832,Iron
6168.238,0.9832,Iron
6168.24,0.9833,Iron
6168.242,0.9833,Iron
6168.244,0.9833,Iron
6168.246,0.9833,Iron
6168.248,0.9833,Iron
6168.25,0.9834,Iron
6168.252,0.9834,Iron
6168.254,0.9833,Iron
6168.256,0.9833,Iron
6168.258,0.9833,Iron
6168.26,0.9833,Iron
6168.262,0.9832,Iron
6168.264,0.9833,Iron
6168.266,0.9832,Iron
6168.268,0.9831,Iron
6168.27,0.9831,Iron
6168.272,0.983,Iron
6168.274,0.9829,Iron
6168.276,0.9829,Iron
6168.278,0.9829,Iron
6168.28,0.9828,Iron
6168.282,0.9827,Iron
6168.284,0.9827,Iron
6168.286,0.9827,Iron
6168.288,0.9826,Iron
6168.29,0.9826,Iron
6168.292,0.9825,Iron
6168.294,0.9824,Iron
6168.296,0.9824,Iron
6168.298,0.9824,Iron
6168.3,0.9823,Iron
6168.302,0.9823,Iron
6168.304,0.9822,Iron
6168.306,0.9821,Iron
6168.308,0.9821,Iron
6168.31,0.982,Iron
6168.312,0.982,Iron
6168.314,0.982,Iron
6168.316,0.982,Iron
6168.318,0.982,Iron
6168.32,0.9818,Iron
6168.322,0.9819,Iron
6168.324,0.9819,Iron
6168.326,0.9819,Iron
6168.328,0.9818,Iron
6168.33,0.9818,Iron
6168.332,0.9818,Iron
6168.334,0.9817,Iron
6168.336,0.9817,Iron
6168.338,0.9817,Iron
6168.34,0.9816,Iron
6168.342,0.9815,Iron
6168.344,0.9815,Iron
6168.346,0.9815,Iron
6168.348,0.9815,Iron
6168.35,0.9815,Iron
6168.352,0.9814,Iron
6168.354,0.9813,Iron
6168.356,0.9812,Iron
6168.358,0.9813,Iron
6168.36,0.9812,Iron
6168.362,0.9812,Iron
6168.364,0.9811,Iron
6168.366,0.9811,Iron
6168.368,0.981,Iron
6168.37,0.981,Iron
6168.372,0.9809,Iron
6168.374,0.9808,Iron
6168.376,0.9808,Iron
6168.378,0.9807,Iron
6168.38,0.9806,Iron
6168.382,0.9805,Iron
6168.384,0.9804,Iron
6168.386,0.9803,Iron
6168.388,0.9802,Iron
6168.39,0.9802,Iron
6168.392,0.98,Iron
6168.394,0.9801,Iron
6168.396,0.98,Iron
6168.398,0.9799,Iron
6168.4,0.9798,Iron
6168.402,0.9797,Iron
6168.404,0.9796,Iron
6168.406,0.9795,Iron
6168.408,0.9795,Iron
6168.41,0.9795,Iron
6168.412,0.9793,Iron
6168.414,0.9793,Iron
6168.416,0.9792,Iron
6168.418,0.9792,Iron
6168.42,0.9791,Iron
6168.422,0.9791,Iron
6168.424,0.9791,Iron
6168.426,0.979,Iron
6168.428,0.979,Iron
6168.43,0.9792,Iron
6168.432,0.979,Iron
6168.434,0.979,Iron
6168.436,0.9791,Iron
6168.438,0.979,Iron
6168.44,0.9789,Iron
6168.442,0.979,Iron
6168.444,0.979,Iron
6168.446,0.9789,Iron
6168.448,0.979,Iron
6168.45,0.9789,Iron
6168.452,0.9789,Iron
6168.454,0.9789,Iron
6168.456,0.9789,Iron
6168.458,0.9789,Iron
6168.46,0.9788,Iron
6168.462,0.9789,Iron
6168.464,0.9789,Iron
6168.466,0.9789,Iron
6168.468,0.979,Iron
6168.47,0.979,Iron
6168.472,0.9789,Iron
6168.474,0.9789,Iron
6168.476,0.979,Iron
6168.478,0.9789,Iron
6168.48,0.9789,Iron
6168.482,0.9788,Iron
6168.484,0.9788,Iron
6168.486,0.9788,Iron
6168.488,0.9788,Iron
6168.49,0.9788,Iron
6168.492,0.9787,Iron
6168.494,0.9788,Iron
6168.496,0.9788,Iron
6168.498,0.9788,Iron
6168.5,0.9788,Iron
6168.502,0.9789,Iron
6168.504,0.9789,Iron
6168.506,0.9789,Iron
6168.508,0.9789,Iron
6168.51,0.9789,Iron
6168.512,0.979,Iron
6168.514,0.9791,Iron
6168.516,0.9791,Iron
6168.518,0.9791,Iron
6168.52,0.9792,Iron
6168.522,0.9792,Iron
6168.524,0.9792,Iron
6168.526,0.9793,Iron
6168.528,0.9794,Iron
6168.53,0.9794,Iron
6168.532,0.9795,Iron
6168.534,0.9795,Iron
6168.536,0.9795,Iron
6168.538,0.9796,Iron
6168.54,0.9797,Iron
6168.542,0.9797,Iron
6168.544,0.9797,Iron
6168.546,0.9798,Iron
6168.548,0.9798,Iron
6168.55,0.9798,Iron
6168.552,0.9798,Iron
6168.554,0.9798,Iron
6168.556,0.9798,Iron
6168.558,0.9798,Iron
6168.56,0.9798,Iron
6168.562,0.9798,Iron
6168.564,0.9798,Iron
6168.566,0.9798,Iron
6168.568,0.9797,Iron
6168.57,0.9798,Iron
6168.572,0.9798,Iron
6168.574,0.9799,Iron
6168.576,0.9797,Iron
6168.578,0.9797,Iron
6168.58,0.9797,Iron
6168.582,0.9797,Iron
6168.584,0.9796,Iron
6168.586,0.9796,Iron
6168.588,0.9796,Iron
6168.59,0.9796,Iron
6168.592,0.9796,Iron
6168.594,0.9795,Iron
6168.596,0.9795,Iron
6168.598,0.9795,Iron
6168.6,0.9794,Iron
6168.602,0.9794,Iron
6168.604,0.9793,Iron
6168.606,0.9793,Iron
6168.608,0.9793,Iron
6168.61,0.9794,Iron
6168.612,0.9793,Iron
6168.614,0.9792,Iron
6168.616,0.9792,Iron
6168.618,0.9792,Iron
6168.62,0.9791,Iron
6168.622,0.9791,Iron
6168.624,0.979,Iron
6168.626,0.979,Iron
6168.628,0.9789,Iron
6168.63,0.9788,Iron
6168.632,0.9788,Iron
6168.634,0.9787,Iron
6168.636,0.9786,Iron
6168.638,0.9786,Iron
6168.64,0.9785,Iron
6168.642,0.9783,Iron
6168.644,0.9783,Iron
6168.646,0.9782,Iron
6168.648,0.9781,Iron
6168.65,0.9781,Iron
6168.652,0.978,Iron
6168.654,0.9779,Iron
6168.656,0.9778,Iron
6168.658,0.9778,Iron
6168.66,0.9777,Iron
6168.662,0.9775,Iron
6168.664,0.9774,Iron
6168.666,0.9773,Iron
6168.668,0.9772,Iron
6168.67,0.9771,Iron
6168.672,0.977,Iron
6168.674,0.9768,Iron
6168.676,0.9767,Iron
6168.678,0.9766,Iron
6168.68,0.9765,Iron
6168.682,0.9763,Iron
6168.684,0.9763,Iron
6168.686,0.9762,Iron
6168.688,0.976,Iron
6168.69,0.9759,Iron
6168.692,0.9758,Iron
6168.694,0.9757,Iron
6168.696,0.9755,Iron
6168.698,0.9754,Iron
6168.7,0.9753,Iron
6168.702,0.9752,Iron
6168.704,0.975,Iron
6168.706,0.9749,Iron
6168.708,0.9748,Iron
6168.71,0.9747,Iron
6168.712,0.9746,Iron
6168.714,0.9745,Iron
6168.716,0.9744,Iron
6168.718,0.9743,Iron
6168.72,0.9742,Iron
6168.722,0.9741,Iron
6168.724,0.974,Iron
6168.726,0.9738,Iron
6168.728,0.9737,Iron
6168.73,0.9736,Iron
6168.732,0.9734,Iron
6168.734,0.9732,Iron
6168.736,0.973,Iron
6168.738,0.9728,Iron
6168.74,0.9726,Iron
6168.742,0.9724,Iron
6168.744,0.9722,Iron
6168.746,0.972,Iron
6168.748,0.9718,Iron
6168.75,0.9716,Iron
6168.752,0.9714,Iron
6168.754,0.9712,Iron
6168.756,0.9709,Iron
6168.758,0.9708,Iron
6168.76,0.9706,Iron
6168.762,0.9704,Iron
6168.764,0.9701,Iron
6168.766,0.9699,Iron
6168.768,0.9698,Iron
6168.77,0.9696,Iron
6168.772,0.9693,Iron
6168.774,0.9692,Iron
6168.776,0.969,Iron
6168.778,0.9688,Iron
6168.78,0.9686,Iron
6168.782,0.9685,Iron
6168.784,0.9684,Iron
6168.786,0.9682,Iron
6168.788,0.968,Iron
6168.79,0.9679,Iron
6168.792,0.9677,Iron
6168.794,0.9675,Iron
6168.796,0.9673,Iron
6168.798,0.9673,Iron
6168.8,0.9671,Iron
6168.802,0.9668,Iron
6168.804,0.9667,Iron
6168.806,0.9664,Iron
6168.808,0.9662,Iron
6168.81,0.966,Iron
6168.812,0.9657,Iron
6168.814,0.9654,Iron
6168.816,0.9652,Iron
6168.818,0.9649,Iron
6168.82,0.9646,Iron
6168.822,0.9642,Iron
6168.824,0.9639,Iron
6168.826,0.9635,Iron
6168.828,0.9633,Iron
6168.83,0.9628,Iron
6168.832,0.9625,Iron
6168.834,0.9621,Iron
6168.836,0.9618,Iron
6168.838,0.9613,Iron
6168.84,0.9609,Iron
6168.842,0.9604,Iron
6168.844,0.96,Iron
6168.846,0.9594,Iron
6168.848,0.959,Iron
6168.85,0.9585,Iron
6168.852,0.9579,Iron
6168.854,0.9573,Iron
6168.856,0.9567,Iron
6168.858,0.956,Iron
6168.86,0.9554,Iron
6168.862,0.9547,Iron
6168.864,0.954,Iron
6168.866,0.9532,Iron
6168.868,0.9524,Iron
6168.87,0.9515,Iron
6168.872,0.9506,Iron
6168.874,0.9497,Iron
6168.876,0.9487,Iron
6168.878,0.9476,Iron
6168.88,0.9465,Iron
6168.882,0.9454,Iron
6168.884,0.9442,Iron
6168.886,0.9429,Iron
6168.888,0.9416,Iron
6168.89,0.9401,Iron
6168.892,0.9386,Iron
6168.894,0.937,Iron
6168.896,0.9352,Iron
6168.898,0.9333,Iron
6168.9,0.9312,Iron
6168.902,0.9291,Iron
6168.904,0.9272,Iron
6168.906,0.9248,Iron
6168.908,0.9221,Iron
6168.91,0.9193,Iron
6168.912,0.9164,Iron
6168.914,0.9133,Iron
6168.916,0.9098,Iron
6168.918,0.9061,Iron
6168.92,0.902,Iron
6168.922,0.8978,Iron
6168.924,0.8932,Iron
6168.926,0.8885,Iron
6168.928,0.8835,Iron
6168.93,0.8781,Iron
6168.932,0.8724,Iron
6168.934,0.8662,Iron
6168.936,0.8597,Iron
6168.938,0.853,Iron
6168.94,0.8459,Iron
6168.942,0.8385,Iron
6168.944,0.8307,Iron
6168.946,0.8224,Iron
6168.948,0.8138,Iron
6168.95,0.8046,Iron
6168.952,0.795,Iron
6168.954,0.7844,Iron
6168.956,0.7736,Iron
6168.958,0.7626,Iron
6168.96,0.7516,Iron
6168.962,0.7397,Iron
6168.964,0.7275,Iron
6168.966,0.7149,Iron
6168.968,0.7025,Iron
6168.97,0.6904,Iron
6168.972,0.6779,Iron
6168.974,0.6642,Iron
6168.976,0.6503,Iron
6168.978,0.6365,Iron
6168.98,0.6227,Iron
6168.982,0.6092,Iron
6168.984,0.5955,Iron
6168.986,0.582,Iron
6168.988,0.5683,Iron
6168.99,0.5543,Iron
6168.992,0.54,Iron
6168.994,0.5256,Iron
6168.996,0.5111,Iron
6168.998,0.4968,Iron
6169.0,0.4826,Iron
6169.002,0.4688,Iron
6169.004,0.4561,Iron
6169.006,0.4438,Iron
6169.008,0.4315,Iron
6169.01,0.4192,Iron
6169.012,0.4075,Iron
6169.014,0.3965,Iron
6169.016,0.3859,Iron
6169.018,0.3761,Iron
6169.02,0.3666,Iron
6169.022,0.3581,Iron
6169.024,0.3503,Iron
6169.026,0.3433,Iron
6169.028,0.337,Iron
6169.03,0.3317,Iron
6169.032,0.3268,Iron
6169.034,0.3229,Iron
6169.036,0.3198,Iron
6169.038,0.3173,Iron
6169.04,0.3159,Iron
6169.042,0.3152,Iron
6169.044,0.3156,Iron
6169.046,0.3169,Iron
6169.048,0.319,Iron
6169.05,0.3217,Iron
6169.052,0.3258,Iron
6169.054,0.3302,Iron
6169.056,0.3359,Iron
6169.058,0.3424,Iron
6169.06,0.3501,Iron
6169.062,0.3586,Iron
6169.064,0.3685,Iron
6169.066,0.3795,Iron
6169.068,0.3913,Iron
6169.07,0.4038,Iron
6169.072,0.4171,Iron
6169.074,0.4313,Iron
6169.076,0.4461,Iron
6169.078,0.4616,Iron
6169.08,0.4776,Iron
6169.082,0.4938,Iron
6169.084,0.5104,Iron
6169.086,0.5274,Iron
6169.088,0.5444,Iron
6169.09,0.5609,Iron
6169.092,0.577,Iron
6169.094,0.593,Iron
6169.096,0.6092,Iron
6169.098,0.6258,Iron
6169.1,0.6425,Iron
6169.102,0.6582,Iron
6169.104,0.6731,Iron
6169.106,0.6873,Iron
6169.108,0.7011,Iron
6169.11,0.7144,Iron
6169.112,0.7267,Iron
6169.114,0.7386,Iron
6169.116,0.7499,Iron
6169.118,0.7609,Iron
6169.12,0.7715,Iron
6169.122,0.7821,Iron
6169.124,0.7915,Iron
6169.126,0.8006,Iron
6169.128,0.8091,Iron
6169.13,0.817,Iron
6169.132,0.8246,Iron
6169.134,0.8321,Iron
6169.136,0.8392,Iron
6169.138,0.8458,Iron
6169.14,0.8518,Iron
6169.142,0.8574,Iron
6169.144,0.8628,Iron
6169.146,0.8678,Iron
6169.148,0.8725,Iron
6169.15,0.877,Iron
6169.152,0.8814,Iron
6169.154,0.8855,Iron
6169.156,0.8893,Iron
6169.158,0.8928,Iron
6169.16,0.8959,Iron
6169.162,0.8988,Iron
6169.164,0.9017,Iron
6169.166,0.9045,Iron
6169.168,0.907,Iron
6169.17,0.9095,Iron
6169.172,0.9116,Iron
6169.174,0.9136,Iron
6169.176,0.9156,Iron
6169.178,0.9175,Iron
6169.18,0.9193,Iron
6169.182,0.921,Iron
6169.184,0.9224,Iron
6169.186,0.9239,Iron
6169.188,0.9253,Iron
6169.19,0.9267,Iron
6169.192,0.928,Iron
6169.194,0.9293,Iron
6169.196,0.9306,Iron
6169.198,0.9317,Iron
6169.2,0.9328,Iron
6169.202,0.9339,Iron
6169.204,0.9349,Iron
6169.206,0.9359,Iron
6169.208,0.9369,Iron
6169.21,0.9379,Iron
6169.212,0.9388,Iron
6169.214,0.9397,Iron
6169.216,0.9406,Iron
6169.218,0.9415,Iron
6169.22,0.9423,Iron
6169.222,0.943,Iron
6169.224,0.9439,Iron
6169.226,0.9446,Iron
6169.228,0.9454,Iron
6169.23,0.9461,Iron
6169.232,0.9467,Iron
6169.234,0.9473,Iron
6169.236,0.9479,Iron
6169.238,0.9484,Iron
6169.24,0.949,Iron
6169.242,0.9495,Iron
6169.244,0.9499,Iron
6169.246,0.9503,Iron
6169.248,0.9507,Iron
6169.25,0.9511,Iron
6169.252,0.9514,Iron
6169.254,0.9516,Iron
6169.256,0.9518,Iron
6169.258,0.9521,Iron
6169.26,0.9523,Iron
6169.262,0.9525,Iron
6169.264,0.9527,Iron
6169.266,0.9527,Iron
6169.268,0.9527,Iron
6169.27,0.9528,Iron
6169.272,0.9528,Iron
6169.274,0.9529,Iron
6169.276,0.9529,Iron
6169.278,0.9529,Iron
6169.28,0.9529,Iron
6169.282,0.9528,Iron
6169.284,0.9527,Iron
6169.286,0.9527,Iron
6169.288,0.9527,Iron
6169.29,0.9526,Iron
6169.292,0.9525,Iron
6169.294,0.9523,Iron
6169.296,0.9523,Iron
6169.298,0.9522,Iron
6169.3,0.9521,Iron
6169.302,0.9519,Iron
6169.304,0.9518,Iron
6169.306,0.9517,Iron
6169.308,0.9515,Iron
6169.31,0.9514,Iron
6169.312,0.9511,Iron
6169.314,0.9509,Iron
6169.316,0.9507,Iron
6169.318,0.9505,Iron
6169.32,0.9503,Iron
6169.322,0.9501,Iron
6169.324,0.9498,Iron
6169.326,0.9495,Iron
6169.328,0.9493,Iron
6169.33,0.949,Iron
6169.332,0.9487,Iron
6169.334,0.9483,Iron
6169.336,0.9481,Iron
6169.338,0.9478,Iron
6169.34,0.9474,Iron
6169.342,0.9469,Iron
6169.344,0.9465,Iron
6169.346,0.9461,Iron
6169.348,0.9457,Iron
6169.35,0.9452,Iron
6169.352,0.9447,Iron
6169.354,0.944,Iron
6169.356,0.9434,Iron
6169.358,0.9429,Iron
6169.36,0.9421,Iron
6169.362,0.9415,Iron
6169.364,0.9408,Iron
6169.366,0.9401,Iron
6169.368,0.9393,Iron
6169.37,0.9385,Iron
6169.372,0.9376,Iron
6169.374,0.9366,Iron
6169.376,0.9356,Iron
6169.378,0.9346,Iron
6169.38,0.9335,Iron
6169.382,0.9323,Iron
6169.384,0.9312,Iron
6169.386,0.93,Iron
6169.388,0.9288,Iron
6169.39,0.9275,Iron
6169.392,0.9261,Iron
6169.394,0.9246,Iron
6169.396,0.9231,Iron
6169.398,0.9217,Iron
6169.4,0.9201,Iron
6169.402,0.9185,Iron
6169.404,0.9168,Iron
6169.406,0.9149,Iron
6169.408,0.9131,Iron
6169.41,0.9111,Iron
6169.412,0.9089,Iron
6169.414,0.9066,Iron
6169.416,0.9041,Iron
6169.418,0.9016,Iron
6169.42,0.8988,Iron
6169.422,0.8959,Iron
6169.424,0.8927,Iron
6169.426,0.8894,Iron
6169.428,0.8857,Iron
6169.43,0.8818,Iron
6169.432,0.8776,Iron
6169.434,0.8733,Iron
6169.436,0.8689,Iron
6169.438,0.8643,Iron
6169.44,0.8594,Iron
6169.442,0.8543,Iron
6169.444,0.8487,Iron
6169.446,0.8425,Iron
6169.448,0.836,Iron
6169.45,0.8292,Iron
6169.452,0.8222,Iron
6169.454,0.8152,Iron
6169.456,0.8079,Iron
6169.458,0.8006,Iron
6169.46,0.7925,Iron
6169.462,0.7843,Iron
6169.464,0.7755,Iron
6169.466,0.7664,Iron
6169.468,0.7571,Iron
6169.47,0.7476,Iron
6169.472,0.7375,Iron
6169.474,0.7273,Iron
6169.476,0.7164,Iron
6169.478,0.7052,Iron
6169.48,0.6938,Iron
6169.482,0.6818,Iron
6169.484,0.6696,Iron
6169.486,0.6575,Iron
6169.488,0.6451,Iron
6169.49,0.6324,Iron
6169.492,0.6191,Iron
6169.494,0.6059,Iron
6169.496,0.5929,Iron
6169.498,0.5794,Iron
6169.5,0.5654,Iron
6169.502,0.5515,Iron
6169.504,0.5379,Iron
6169.506,0.5242,Iron
6169.508,0.5103,Iron
6169.51,0.4963,Iron
6169.512,0.4824,Iron
6169.514,0.4686,Iron
6169.516,0.4549,Iron
6169.518,0.4416,Iron
6169.52,0.4284,Iron
6169.522,0.4151,Iron
6169.524,0.4022,Iron
6169.526,0.3899,Iron
6169.528,0.3779,Iron
6169.53,0.3665,Iron
6169.532,0.3554,Iron
6169.534,0.345,Iron
6169.536,0.335,Iron
6169.538,0.3256,Iron
6169.54,0.3169,Iron
6169.542,0.3087,Iron
6169.544,0.3014,Iron
6169.546,0.2949,Iron
6169.548,0.2892,Iron
6169.55,0.2841,Iron
6169.552,0.2799,Iron
6169.554,0.2759,Iron
6169.556,0.2727,Iron
6169.558,0.2702,Iron
6169.56,0.2682,Iron
6169.562,0.2667,Iron
6169.564,0.2659,Iron
6169.566,0.2658,Iron
6169.568,0.2663,Iron
6169.57,0.2675,Iron
6169.572,0.2692,Iron
6169.574,0.2715,Iron
6169.576,0.2746,Iron
6169.578,0.2786,Iron
6169.58,0.2832,Iron
6169.582,0.2888,Iron
6169.584,0.2953,Iron
6169.586,0.3026,Iron
6169.588,0.3108,Iron
6169.59,0.3197,Iron
6169.592,0.3297,Iron
6169.594,0.3409,Iron
6169.596,0.353,Iron
6169.598,0.3657,Iron
6169.6,0.3788,Iron
6169.602,0.3928,Iron
6169.604,0.4076,Iron
6169.606,0.4232,Iron
6169.608,0.4393,Iron
6169.61,0.4552,Iron
6169.612,0.471,Iron
6169.614,0.4872,Iron
6169.616,0.5039,Iron
6169.618,0.5206,Iron
6169.62,0.5374,Iron
6169.622,0.5539,Iron
6169.624,0.5696,Iron
6169.626,0.5853,Iron
6169.628,0.6011,Iron
6169.63,0.6171,Iron
6169.632,0.6328,Iron
6169.634,0.6478,Iron
6169.636,0.662,Iron
6169.638,0.6755,Iron
6169.64,0.6882,Iron
6169.642,0.7009,Iron
6169.644,0.7135,Iron
6169.646,0.7253,Iron
6169.648,0.7364,Iron
6169.65,0.7468,Iron
6169.652,0.7569,Iron
6169.654,0.7665,Iron
6169.656,0.7756,Iron
6169.658,0.7844,Iron
6169.66,0.7926,Iron
6169.662,0.8004,Iron
6169.664,0.808,Iron
6169.666,0.8152,Iron
6169.668,0.8222,Iron
6169.67,0.8287,Iron
6169.672,0.8347,Iron
6169.674,0.8406,Iron
6169.676,0.8462,Iron
6169.678,0.8517,Iron
6169.68,0.8568,Iron
6169.682,0.8616,Iron
6169.684,0.8663,Iron
6169.686,0.8707,Iron
6169.688,0.875,Iron
6169.69,0.879,Iron
6169.692,0.8829,Iron
6169.694,0.8867,Iron
6169.696,0.8903,Iron
6169.698,0.8937,Iron
6169.7,0.8969,Iron
6169.702,0.8998,Iron
6169.704,0.9027,Iron
6169.706,0.9053,Iron
6169.708,0.9079,Iron
6169.71,0.9102,Iron
6169.712,0.9125,Iron
6169.714,0.9148,Iron
6169.716,0.9171,Iron
6169.718,0.9193,Iron
6169.72,0.9213,Iron
6169.722,0.9235,Iron
6169.724,0.9253,Iron
6169.726,0.9272,Iron
6169.728,0.929,Iron
6169.73,0.9306,Iron
6169.732,0.9323,Iron
6169.734,0.9338,Iron
6169.736,0.9352,Iron
6169.738,0.9367,Iron
6169.74,0.9381,Iron
6169.742,0.9394,Iron
6169.744,0.9406,Iron
6169.746,0.9418,Iron
6169.748,0.943,Iron
6169.75,0.944,Iron
6169.752,0.945,Iron
6169.754,0.946,Iron
6169.756,0.9471,Iron
6169.758,0.9481,Iron
6169.76,0.949,Iron
6169.762,0.9499,Iron
6169.764,0.9507,Iron
6169.766,0.9516,Iron
6169.768,0.9524,Iron
6169.77,0.9531,Iron
6169.772,0.9539,Iron
6169.774,0.9546,Iron
6169.776,0.9552,Iron
6169.778,0.9559,Iron
6169.78,0.9566,Iron
6169.782,0.9572,Iron
6169.784,0.9577,Iron
6169.786,0.9583,Iron
6169.788,0.9589,Iron
6169.79,0.9595,Iron
6169.792,0.96,Iron
6169.794,0.9604,Iron
6169.796,0.9609,Iron
6169.798,0.9613,Iron
6169.8,0.9617,Iron
6169.802,0.962,Iron
6169.804,0.9624,Iron
6169.806,0.9627,Iron
6169.808,0.9631,Iron
6169.81,0.9634,Iron
6169.812,0.9636,Iron
6169.814,0.9639,Iron
6169.816,0.9641,Iron
6169.818,0.9643,Iron
6169.82,0.9646,Iron
6169.822,0.9648,Iron
6169.824,0.965,Iron
6169.826,0.9653,Iron
6169.828,0.9655,Iron
6169.83,0.9656,Iron
6169.832,0.9658,Iron
6169.834,0.9661,Iron
6169.836,0.9662,Iron
6169.838,0.9664,Iron
6169.84,0.9665,Iron
6169.842,0.9666,Iron
6169.844,0.9668,Iron
6169.846,0.9669,Iron
6169.848,0.967,Iron
6169.85,0.9671,Iron
6169.852,0.9672,Iron
6169.854,0.9672,Iron
6169.856,0.9671,Iron
