Wavelength (Angstroms), Normalized intensity, Element
3965.092, 3808, 
3965.094, 3805, 
3965.096, 3804, 
3965.098, 3802, 
3965.1, 3800, 
3965.102, 3799, 
3965.104, 3797, 
3965.106, 3795, 
3965.108, 3794, 
3965.11, 3792, 
3965.112, 3791, 
3965.114, 3789, 
3965.116, 3788, 
3965.118, 3786, 
3965.12, 3784, 
3965.122, 3782, 
3965.124, 3780, 
3965.126, 3778, 
3965.128, 3775, 
3965.13, 3773, 
3965.132, 3770, 
3965.134, 3767, 
3965.136, 3764, 
3965.138, 3760, 
3965.14, 3758, 
3965.142, 3754, 
3965.144, 3750, 
3965.146, 3746, 
3965.148, 3742, 
3965.15, 3737, 
3965.152, 3732, 
3965.154, 3727, 
3965.156, 3722, 
3965.158, 3716, 
3965.16, 3711, 
3965.162, 3706, 
3965.164, 3700, 
3965.166, 3695, 
3965.168, 3689, 
3965.17, 3684, 
3965.172, 3679, 
3965.174, 3673, 
3965.176, 3668, 
3965.178, 3662, 
3965.18, 3657, 
3965.182, 3651, 
3965.184, 3645, 
3965.186, 3639, 
3965.188, 3633, 
3965.19, 3627, 
3965.192, 3620, 
3965.194, 3614, 
3965.196, 3607, 
3965.198, 3601, 
3965.2, 3593, 
3965.202, 3586, 
3965.204, 3579, 
3965.206, 3570, 
3965.208, 3562, 
3965.21, 3553, 
3965.212, 3544, 
3965.214, 3535, 
3965.216, 3526, 
3965.218, 3518, 
3965.22, 3510, 
3965.222, 3503, 
3965.224, 3496, 
3965.226, 3491, 
3965.228, 3485, 
3965.23, 3482, 
3965.232, 3479, 
3965.234, 3476, 
3965.236, 3475, 
3965.238, 3475, 
3965.24, 3476, 
3965.242, 3477, 
3965.244, 3481, 
3965.246, 3484, 
3965.248, 3488, 
3965.25, 3493, 
3965.252, 3499, 
3965.254, 3505, 
3965.256, 3512, 
3965.258, 3518, 
3965.26, 3524, 
3965.262, 3529, 
3965.264, 3533, 
3965.266, 3537, 
3965.268, 3541, 
3965.27, 3544, 
3965.272, 3546, 
3965.274, 3548, 
3965.276, 3549, 
3965.278, 3549, 
3965.28, 3549, 
3965.282, 3549, 
3965.284, 3548, 
3965.286, 3547, 
3965.288, 3546, 
3965.29, 3545, 
3965.292, 3544, 
3965.294, 3542, 
3965.296, 3541, 
3965.298, 3538, 
3965.3, 3535, 
3965.302, 3533, 
3965.304, 3530, 
3965.306, 3527, 
3965.308, 3523, 
3965.31, 3519, 
3965.312, 3516, 
3965.314, 3512, 
3965.316, 3508, 
3965.318, 3504, 
3965.32, 3499, 
3965.322, 3495, 
3965.324, 3492, 
3965.326, 3489, 
3965.328, 3484, 
3965.33, 3481, 
3965.332, 3478, 
3965.334, 3475, 
3965.336, 3472, 
3965.338, 3469, 
3965.34, 3468, 
3965.342, 3466, 
3965.344, 3465, 
3965.346, 3464, 
3965.348, 3463, 
3965.35, 3462, 
3965.352, 3461, 
3965.354, 3460, 
3965.356, 3459, 
3965.358, 3458, 
3965.36, 3456, 
3965.362, 3453, 
3965.364, 3451, 
3965.366, 3448, 
3965.368, 3445, 
3965.37, 3441, 
3965.372, 3437, 
3965.374, 3433, 
3965.376, 3429, 
3965.378, 3424, 
3965.38, 3420, 
3965.382, 3416, 
3965.384, 3411, 
3965.386, 3407, 
3965.388, 3402, 
3965.39, 3398, 
3965.392, 3395, 
3965.394, 3390, 
3965.396, 3386, 
3965.398, 3382, 
3965.4, 3378, 
3965.402, 3373, 
3965.404, 3369, 
3965.406, 3363, 
3965.408, 3358, 
3965.41, 3353, 
3965.412, 3347, 
3965.414, 3341, 
3965.416, 3334, 
3965.418, 3326, 
3965.42, 3317, 
3965.422, 3308, 
3965.424, 3297, 
3965.426, 3285, 
3965.428, 3272, 
3965.43, 3257, 
3965.432, 3238, 
3965.434, 3217, 
3965.436, 3195, 
3965.438, 3171, 
3965.44, 3146, 
3965.442, 3122, 
3965.444, 3095, 
3965.446, 3066, 
3965.448, 3037, 
3965.45, 3007, 
3965.452, 2975, 
3965.454, 2946, 
3965.456, 2917, 
3965.458, 2888, 
3965.46, 2858, 
3965.462, 2827, 
3965.464, 2796, 
3965.466, 2765, 
3965.468, 2732, 
3965.47, 2697, 
3965.472, 2657, 
3965.474, 2616, 
3965.476, 2571, 
3965.478, 2523, 
3965.48, 2471, 
3965.482, 2415, 
3965.484, 2355, 
3965.486, 2292, 
3965.488, 2226, 
3965.49, 2159, 
3965.492, 2087, 
3965.494, 2015, 
3965.496, 1943, 
3965.498, 1875, 
3965.5, 1813, 
3965.502, 1756, 
3965.504, 1703, 
3965.506, 1656, 
3965.508, 1619, 
3965.51, 1591, 
3965.512, 1573, 
3965.514, 1565, 
3965.516, 1567, 
3965.518, 1581, 
3965.52, 1606, 
3965.522, 1642, 
3965.524, 1689, 
3965.526, 1749, 
3965.528, 1818, 
3965.53, 1897, 
3965.532, 1981, 
3965.534, 2070, 
3965.536, 2157, 
3965.538, 2247, 
3965.54, 2338, 
3965.542, 2428, 
3965.544, 2514, 
3965.546, 2594, 
3965.548, 2666, 
3965.55, 2731, 
3965.552, 2791, 
3965.554, 2845, 
3965.556, 2894, 
3965.558, 2937, 
3965.56, 2973, 
3965.562, 3005, 
3965.564, 3032, 
3965.566, 3052, 
3965.568, 3072, 
3965.57, 3087, 
3965.572, 3100, 
3965.574, 3109, 
3965.576, 3118, 
3965.578, 3126, 
3965.58, 3132, 
3965.582, 3138, 
3965.584, 3143, 
3965.586, 3146, 
3965.588, 3149, 
3965.59, 3151, 
3965.592, 3153, 
3965.594, 3155, 
3965.596, 3156, 
3965.598, 3157, 
3965.6, 3158, 
3965.602, 3159, 
3965.604, 3160, 
3965.606, 3161, 
3965.608, 3162, 
3965.61, 3163, 
3965.612, 3164, 
3965.614, 3165, 
3965.616, 3167, 
3965.618, 3168, 
3965.62, 3169, 
3965.622, 3170, 
3965.624, 3170, 
3965.626, 3170, 
3965.628, 3170, 
3965.63, 3170, 
3965.632, 3169, 
3965.634, 3167, 
3965.636, 3167, 
3965.638, 3165, 
3965.64, 3164, 
3965.642, 3162, 
3965.644, 3160, 
3965.646, 3158, 
3965.648, 3156, 
3965.65, 3152, 
3965.652, 3149, 
3965.654, 3146, 
3965.656, 3141, 
3965.658, 3136, 
3965.66, 3131, 
3965.662, 3125, 
3965.664, 3119, 
3965.666, 3112, 
3965.668, 3104, 
3965.67, 3095, 
3965.672, 3086, 
3965.674, 3076, 
3965.676, 3065, 
3965.678, 3052, 
3965.68, 3037, 
3965.682, 3022, 
3965.684, 3004, 
3965.686, 2986, 
3965.688, 2966, 
3965.69, 2944, 
3965.692, 2921, 
3965.694, 2896, 
3965.696, 2870, 
3965.698, 2843, 
3965.7, 2816, 
3965.702, 2788, 
3965.704, 2761, 
3965.706, 2734, 
3965.708, 2709, 
3965.71, 2685, 
3965.712, 2662, 
3965.714, 2641, 
3965.716, 2624, 
3965.718, 2611, 
3965.72, 2602, 
3965.722, 2597, 
3965.724, 2598, 
3965.726, 2603, 
3965.728, 2610, 
3965.73, 2621, 
3965.732, 2634, 
3965.734, 2655, 
3965.736, 2678, 
3965.738, 2705, 
3965.74, 2730, 
3965.742, 2755, 
3965.744, 2778, 
3965.746, 2801, 
3965.748, 2823, 
3965.75, 2843, 
3965.752, 2862, 
3965.754, 2881, 
3965.756, 2899, 
3965.758, 2913, 
3965.76, 2923, 
3965.762, 2935, 
3965.764, 2944, 
3965.766, 2951, 
3965.768, 2956, 
3965.77, 2959, 
3965.772, 2962, 
3965.774, 2963, 
3965.776, 2964, 
3965.778, 2962, 
3965.78, 2960, 
3965.782, 2958, 
3965.784, 2954, 
3965.786, 2950, 
3965.788, 2944, 
3965.79, 2936, 
3965.792, 2929, 
3965.794, 2921, 
3965.796, 2910, 
3965.798, 2898, 
3965.8, 2885, 
3965.802, 2870, 
3965.804, 2853, 
3965.806, 2834, 
3965.808, 2813, 
3965.81, 2793, 
3965.812, 2770, 
3965.814, 2747, 
3965.816, 2726, 
3965.818, 2704, 
3965.82, 2684, 
3965.822, 2665, 
3965.824, 2646, 
3965.826, 2629, 
3965.828, 2617, 
3965.83, 2603, 
3965.832, 2593, 
3965.834, 2595, 
3965.836, 2592, 
3965.838, 2593, 
3965.84, 2596, 
3965.842, 2606, 
3965.844, 2613, 
3965.846, 2622, 
3965.848, 2631, 
3965.85, 2643, 
3965.852, 2655, 
3965.854, 2666, 
3965.856, 2678, 
3965.858, 2690, 
3965.86, 2698, 
3965.862, 2704, 
3965.864, 2709, 
3965.866, 2710, 
3965.868, 2711, 
3965.87, 2708, 
3965.872, 2701, 
3965.874, 2688, 
3965.876, 2670, 
3965.878, 2650, 
3965.88, 2625, 
3965.882, 2600, 
3965.884, 2572, 
3965.886, 2542, 
3965.888, 2508, 
3965.89, 2469, 
3965.892, 2429, 
3965.894, 2387, 
3965.896, 2343, 
3965.898, 2294, 
3965.9, 2242, 
3965.902, 2189, 
3965.904, 2137, 
3965.906, 2089, 
3965.908, 2048, 
3965.91, 2008, 
3965.912, 1971, 
3965.914, 1935, 
3965.916, 1907, 
3965.918, 1888, 
3965.92, 1876, 
3965.922, 1871, 
3965.924, 1873, 
3965.926, 1882, 
3965.928, 1897, 
3965.93, 1918, 
3965.932, 1945, 
3965.934, 1980, 
3965.936, 2017, 
3965.938, 2055, 
3965.94, 2091, 
3965.942, 2129, 
3965.944, 2168, 
3965.946, 2209, 
3965.948, 2250, 
3965.95, 2290, 
3965.952, 2326, 
3965.954, 2355, 
3965.956, 2383, 
3965.958, 2408, 
3965.96, 2431, 
3965.962, 2458, 
3965.964, 2474, 
3965.966, 2487, 
3965.968, 2500, 
3965.97, 2512, 
3965.972, 2521, 
3965.974, 2530, 
3965.976, 2536, 
3965.978, 2544, 
3965.98, 2544, 
3965.982, 2540, 
3965.984, 2537, 
3965.986, 2533, 
3965.988, 2527, 
3965.99, 2520, 
3965.992, 2509, 
3965.994, 2497, 
3965.996, 2483, 
3965.998, 2465, 
3966.0, 2446, 
3966.002, 2424, 
3966.004, 2400, 
3966.006, 2373, 
3966.008, 2340, 
3966.01, 2301, 
3966.012, 2258, 
3966.014, 2211, 
3966.016, 2153, 
3966.018, 2094, 
3966.02, 2033, 
3966.022, 1965, 
3966.024, 1890, 
3966.026, 1813, 
3966.028, 1732, 
3966.03, 1648, 
3966.032, 1563, 
3966.034, 1484, 
3966.036, 1404, 
3966.038, 1323, 
3966.04, 1249, 
3966.042, 1178, 
3966.044, 1111, 
3966.046, 1055, 
3966.048, 998, 
3966.05, 948, 
3966.052, 905, 
3966.054, 873, 
3966.056, 840, 
3966.058, 813, 
3966.06, 786, 
3966.062, 771, 
3966.064, 759, 
3966.066, 748, 
3966.068, 741, 
3966.07, 739, 
3966.072, 741, 
3966.074, 749, 
3966.076, 761, 
3966.078, 776, 
3966.08, 794, 
3966.082, 819, 
3966.084, 849, 
3966.086, 885, 
3966.088, 932, 
3966.09, 978, 
3966.092, 1037, 
3966.094, 1098, 
3966.096, 1160, 
3966.098, 1240, 
3966.1, 1329, 
3966.102, 1412, 
3966.104, 1500, 
3966.106, 1588, 
3966.108, 1676, 
3966.11, 1761, 
3966.112, 1838, 
3966.114, 1913, 
3966.116, 1982, 
3966.118, 2045, 
3966.12, 2105, 
3966.122, 2156, 
3966.124, 2202, 
3966.126, 2244, 
3966.128, 2279, 
3966.13, 2309, 
3966.132, 2335, 
3966.134, 2360, 
3966.136, 2382, 
3966.138, 2401, 
3966.14, 2417, 
3966.142, 2431, 
3966.144, 2443, 
3966.146, 2454, 
3966.148, 2465, 
3966.15, 2474, 
3966.152, 2483, 
3966.154, 2491, 
3966.156, 2499, 
3966.158, 2506, 
3966.16, 2514, 
3966.162, 2520, 
3966.164, 2525, 
3966.166, 2530, 
3966.168, 2534, 
3966.17, 2538, 
3966.172, 2541, 
3966.174, 2545, 
3966.176, 2547, 
3966.178, 2549, 
3966.18, 2551, 
3966.182, 2552, 
3966.184, 2554, 
3966.186, 2554, 
3966.188, 2555, 
3966.19, 2555, 
3966.192, 2556, 
3966.194, 2556, 
3966.196, 2556, 
3966.198, 2556, 
3966.2, 2556, 
3966.202, 2556, 
3966.204, 2557, 
3966.206, 2557, 
3966.208, 2557, 
3966.21, 2556, 
3966.212, 2556, 
3966.214, 2556, 
3966.216, 2555, 
3966.218, 2555, 
3966.22, 2554, 
3966.222, 2553, 
3966.224, 2552, 
3966.226, 2551, 
3966.228, 2550, 
3966.23, 2549, 
3966.232, 2547, 
3966.234, 2545, 
3966.236, 2543, 
3966.238, 2542, 
3966.24, 2541, 
3966.242, 2540, 
3966.244, 2539, 
3966.246, 2537, 
3966.248, 2536, 
3966.25, 2535, 
3966.252, 2534, 
3966.254, 2532, 
3966.256, 2530, 
3966.258, 2529, 
3966.26, 2528, 
3966.262, 2527, 
3966.264, 2526, 
3966.266, 2524, 
3966.268, 2523, 
3966.27, 2522, 
3966.272, 2521, 
3966.274, 2519, 
3966.276, 2518, 
3966.278, 2516, 
3966.28, 2515, 
3966.282, 2514, 
3966.284, 2511, 
3966.286, 2510, 
3966.288, 2508, 
3966.29, 2506, 
3966.292, 2504, 
3966.294, 2502, 
3966.296, 2500, 
3966.298, 2497, 
3966.3, 2495, 
3966.302, 2493, 
3966.304, 2492, 
3966.306, 2490, 
3966.308, 2488, 
3966.31, 2486, 
3966.312, 2484, 
3966.314, 2483, 
