Wavelength (Angstroms), Normalized intensity, Element
6169.71, 9102, 
6169.712, 9125, 
6169.714, 9148, 
6169.716, 9171, 
6169.718, 9193, 
6169.72, 9213, 
6169.722, 9235, 
6169.724, 9253, 
6169.726, 9272, 
6169.728, 9290, 
6169.73, 9306, 
6169.732, 9323, 
6169.734, 9338, 
6169.736, 9352, 
6169.738, 9367, 
6169.74, 9381, 
6169.742, 9394, 
6169.744, 9406, 
6169.746, 9418, 
6169.748, 9430, 
6169.75, 9440, 
6169.752, 9450, 
6169.754, 9460, 
6169.756, 9471, 
6169.758, 9481, 
6169.76, 9490, 
6169.762, 9499, 
6169.764, 9507, 
6169.766, 9516, 
6169.768, 9524, 
6169.77, 9531, 
6169.772, 9539, 
6169.774, 9546, 
6169.776, 9552, 
6169.778, 9559, 
6169.78, 9566, 
6169.782, 9572, 
6169.784, 9577, 
6169.786, 9583, 
6169.788, 9589, 
6169.79, 9595, 
6169.792, 9600, 
6169.794, 9604, 
6169.796, 9609, 
6169.798, 9613, 
6169.8, 9617, 
6169.802, 9620, 
6169.804, 9624, 
6169.806, 9627, 
6169.808, 9631, 
6169.81, 9634, 
6169.812, 9636, 
6169.814, 9639, 
6169.816, 9641, 
6169.818, 9643, 
6169.82, 9646, 
6169.822, 9648, 
6169.824, 9650, 
6169.826, 9653, 
6169.828, 9655, 
6169.83, 9656, 
6169.832, 9658, 
6169.834, 9661, 
6169.836, 9662, 
6169.838, 9664, 
6169.84, 9665, 
6169.842, 9666, 
6169.844, 9668, 
6169.846, 9669, 
6169.848, 9670, 
6169.85, 9671, 
6169.852, 9672, 
6169.854, 9672, 
6169.856, 9671, 
6169.858, 9670, 
6169.86, 9670, 
6169.862, 9669, 
6169.864, 9668, 
6169.866, 9667, 
6169.868, 9665, 
6169.87, 9664, 
6169.872, 9661, 
6169.874, 9659, 
6169.876, 9657, 
6169.878, 9654, 
6169.88, 9652, 
6169.882, 9649, 
6169.884, 9645, 
6169.886, 9642, 
6169.888, 9638, 
6169.89, 9634, 
6169.892, 9629, 
6169.894, 9626, 
6169.896, 9621, 
6169.898, 9616, 
6169.9, 9611, 
6169.902, 9606, 
6169.904, 9600, 
6169.906, 9593, 
6169.908, 9587, 
6169.91, 9581, 
6169.912, 9575, 
6169.914, 9568, 
6169.916, 9561, 
6169.918, 9554, 
6169.92, 9548, 
6169.922, 9541, 
6169.924, 9534, 
6169.926, 9527, 
6169.928, 9521, 
6169.93, 9514, 
6169.932, 9506, 
6169.934, 9499, 
6169.936, 9492, 
