Wavelength (Angstroms), Normalized intensity, Element
5886.674, 9730, 
5886.676, 9732, 
5886.678, 9734, 
5886.68, 9735, 
5886.682, 9737, 
5886.684, 9738, 
5886.686, 9740, 
5886.688, 9743, 
5886.69, 9745, 
5886.692, 9747, 
5886.694, 9749, 
5886.696, 9751, 
5886.698, 9752, 
5886.7, 9754, 
5886.702, 9755, 
5886.704, 9757, 
5886.706, 9758, 
5886.708, 9758, 
5886.71, 9759, 
5886.712, 9759, 
5886.714, 9760, 
5886.716, 9760, 
5886.718, 9760, 
5886.72, 9760, 
5886.722, 9759, 
5886.724, 9758, 
5886.726, 9757, 
5886.728, 9757, 
5886.73, 9756, 
5886.732, 9754, 
5886.734, 9753, 
5886.736, 9751, 
5886.738, 9749, 
5886.74, 9747, 
5886.742, 9744, 
5886.744, 9741, 
5886.746, 9738, 
5886.748, 9735, 
5886.75, 9732, 
5886.752, 9730, 
5886.754, 9727, 
5886.756, 9723, 
5886.758, 9719, 
5886.76, 9714, 
5886.762, 9710, 
5886.764, 9706, 
5886.766, 9702, 
5886.768, 9697, 
5886.77, 9693, 
5886.772, 9689, 
5886.774, 9685, 
5886.776, 9680, 
5886.778, 9676, 
5886.78, 9671, 
5886.782, 9667, 
5886.784, 9664, 
5886.786, 9660, 
5886.788, 9657, 
5886.79, 9654, 
5886.792, 9651, 
5886.794, 9649, 
5886.796, 9646, 
5886.798, 9644, 
5886.8, 9642, 
5886.802, 9641, 
5886.804, 9640, 
5886.806, 9638, 
5886.808, 9638, 
5886.81, 9638, 
5886.812, 9638, 
5886.814, 9638, 
5886.816, 9639, 
5886.818, 9641, 
5886.82, 9642, 
5886.822, 9643, 
5886.824, 9645, 
5886.826, 9648, 
5886.828, 9650, 
5886.83, 9653, 
5886.832, 9655, 
5886.834, 9658, 
5886.836, 9661, 
5886.838, 9664, 
5886.84, 9667, 
5886.842, 9670, 
5886.844, 9673, 
5886.846, 9677, 
5886.848, 9681, 
5886.85, 9684, 
5886.852, 9688, 
5886.854, 9692, 
5886.856, 9696, 
5886.858, 9700, 
5886.86, 9703, 
5886.862, 9708, 
5886.864, 9712, 
5886.866, 9716, 
5886.868, 9720, 
5886.87, 9723, 
5886.872, 9727, 
5886.874, 9730, 
5886.876, 9733, 
5886.878, 9737, 
5886.88, 9740, 
5886.882, 9742, 
5886.884, 9745, 
5886.886, 9747, 
5886.888, 9749, 
5886.89, 9750, 
5886.892, 9752, 
5886.894, 9753, 
5886.896, 9754, 
5886.898, 9755, 
5886.9, 9756, 
5886.902, 9756, 
5886.904, 9757, 
5886.906, 9758, 
5886.908, 9758, 
5886.91, 9758, 
5886.912, 9758, 
5886.914, 9758, 
5886.916, 9759, 
5886.918, 9759, 
5886.92, 9759, 
5886.922, 9759, 
5886.924, 9760, 
5886.926, 9761, 
5886.928, 9761, 
5886.93, 9762, 
5886.932, 9763, 
5886.934, 9764, 
5886.936, 9766, 
5886.938, 9767, 
5886.94, 9768, 
5886.942, 9769, 
5886.944, 9770, 
5886.946, 9771, 
5886.948, 9772, 
5886.95, 9772, 
5886.952, 9773, 
5886.954, 9773, 
5886.956, 9773, 
5886.958, 9774, 
5886.96, 9774, 
5886.962, 9774, 
5886.964, 9775, 
5886.966, 9775, 
5886.968, 9775, 
5886.97, 9775, 
5886.972, 9776, 
5886.974, 9776, 
5886.976, 9776, 
5886.978, 9776, 
5886.98, 9776, 
5886.982, 9776, 
5886.984, 9776, 
5886.986, 9776, 
5886.988, 9775, 
5886.99, 9774, 
5886.992, 9774, 
5886.994, 9774, 
5886.996, 9773, 
5886.998, 9772, 
5887.0, 9771, 
5887.002, 9770, 
5887.004, 9769, 
5887.006, 9768, 
5887.008, 9767, 
5887.01, 9765, 
5887.012, 9763, 
5887.014, 9762, 
5887.016, 9761, 
5887.018, 9759, 
5887.02, 9758, 
5887.022, 9755, 
5887.024, 9754, 
5887.026, 9752, 
5887.028, 9750, 
5887.03, 9748, 
5887.032, 9747, 
5887.034, 9746, 
5887.036, 9745, 
5887.038, 9743, 
5887.04, 9741, 
5887.042, 9740, 
5887.044, 9739, 
5887.046, 9738, 
5887.048, 9736, 
5887.05, 9735, 
5887.052, 9733, 
5887.054, 9732, 
5887.056, 9731, 
5887.058, 9731, 
5887.06, 9729, 
5887.062, 9728, 
5887.064, 9727, 
5887.066, 9727, 
5887.068, 9726, 
5887.07, 9725, 
5887.072, 9725, 
5887.074, 9724, 
5887.076, 9724, 
5887.078, 9724, 
5887.08, 9724, 
5887.082, 9723, 
5887.084, 9723, 
5887.086, 9723, 
5887.088, 9723, 
5887.09, 9723, 
5887.092, 9723, 
5887.094, 9724, 
5887.096, 9724, 
5887.098, 9724, 
5887.1, 9725, 
5887.102, 9725, 
5887.104, 9725, 
5887.106, 9726, 
5887.108, 9726, 
5887.11, 9726, 
5887.112, 9726, 
5887.114, 9726, 
5887.116, 9726, 
5887.118, 9726, 
5887.12, 9725, 
5887.122, 9724, 
5887.124, 9724, 
5887.126, 9722, 
5887.128, 9721, 
5887.13, 9719, 
5887.132, 9718, 
5887.134, 9715, 
5887.136, 9713, 
5887.138, 9710, 
5887.14, 9706, 
5887.142, 9702, 
5887.144, 9699, 
5887.146, 9695, 
5887.148, 9691, 
5887.15, 9685, 
5887.152, 9679, 
5887.154, 9673, 
5887.156, 9666, 
5887.158, 9659, 
5887.16, 9653, 
5887.162, 9644, 
5887.164, 9635, 
5887.166, 9625, 
5887.168, 9617, 
5887.17, 9606, 
5887.172, 9595, 
5887.174, 9583, 
5887.176, 9570, 
5887.178, 9555, 
5887.18, 9540, 
5887.182, 9524, 
5887.184, 9507, 
5887.186, 9487, 
5887.188, 9467, 
5887.19, 9445, 
5887.192, 9423, 
5887.194, 9401, 
5887.196, 9384, 
5887.198, 9370, 
5887.2, 9359, 
5887.202, 9354, 
5887.204, 9352, 
5887.206, 9352, 
5887.208, 9360, 
5887.21, 9374, 
5887.212, 9391, 
5887.214, 9411, 
5887.216, 9432, 
5887.218, 9452, 
5887.22, 9471, 
5887.222, 9488, 
5887.224, 9504, 
5887.226, 9520, 
5887.228, 9535, 
5887.23, 9549, 
5887.232, 9563, 
5887.234, 9575, 
5887.236, 9586, 
5887.238, 9598, 
5887.24, 9610, 
5887.242, 9620, 
5887.244, 9630, 
5887.246, 9638, 
5887.248, 9644, 
5887.25, 9652, 
5887.252, 9659, 
5887.254, 9666, 
5887.256, 9673, 
5887.258, 9678, 
5887.26, 9684, 
5887.262, 9689, 
5887.264, 9693, 
5887.266, 9697, 
5887.268, 9701, 
5887.27, 9704, 
5887.272, 9707, 
5887.274, 9710, 
5887.276, 9712, 
5887.278, 9715, 
5887.28, 9717, 
5887.282, 9719, 
5887.284, 9720, 
5887.286, 9721, 
5887.288, 9723, 
5887.29, 9725, 
5887.292, 9726, 
5887.294, 9727, 
5887.296, 9728, 
5887.298, 9729, 
5887.3, 9730, 
5887.302, 9730, 
5887.304, 9731, 
5887.306, 9732, 
5887.308, 9733, 
5887.31, 9734, 
5887.312, 9735, 
5887.314, 9735, 
5887.316, 9736, 
5887.318, 9737, 
5887.32, 9738, 
5887.322, 9738, 
5887.324, 9738, 
5887.326, 9739, 
5887.328, 9739, 
5887.33, 9738, 
5887.332, 9738, 
5887.334, 9738, 
5887.336, 9737, 
5887.338, 9736, 
5887.34, 9736, 
5887.342, 9734, 
5887.344, 9733, 
5887.346, 9731, 
5887.348, 9730, 
5887.35, 9729, 
5887.352, 9728, 
5887.354, 9726, 
5887.356, 9724, 
5887.358, 9722, 
5887.36, 9720, 
5887.362, 9718, 
5887.364, 9716, 
5887.366, 9713, 
5887.368, 9711, 
5887.37, 9708, 
5887.372, 9706, 
5887.374, 9702, 
5887.376, 9698, 
5887.378, 9695, 
5887.38, 9690, 
5887.382, 9685, 
5887.384, 9680, 
5887.386, 9675, 
5887.388, 9670, 
5887.39, 9664, 
5887.392, 9657, 
5887.394, 9650, 
5887.396, 9643, 
5887.398, 9635, 
5887.4, 9627, 
5887.402, 9618, 
5887.404, 9609, 
5887.406, 9600, 
5887.408, 9591, 
5887.41, 9581, 
5887.412, 9572, 
5887.414, 9562, 
5887.416, 9552, 
